site_ID,lat,lon,count_n,count_y,count_c,count_h,count_obs,frac_farmed,last_yr_y,first_yr_n,last_yr_farmed,smpl.yr,YSF,BD,MC60,WEPw,TP.ign,HCl.Pi,HCl.Po,LOI,Ox.P,Ox.Al,Ox.Fe,Ox.Mn,Ox.PSR,Ox.SPSC,sand,silt,clay,fines,Ox.PSC,Ox.DPS,Ox.P2Fe,WFPS,Ox.P2Al,Ox.Al2Fe,HCl.PSR,MM.P,MM.P.ICP,MM.K,MM.Mg,MM.Ca,MM.Al,MM.B,MM.Cu,MM.Fe,MM.Mn,MM.Na,MM.S,MM.Zn,IP2TP,FF,TP,Pi,Po,Pi2TP,study,OBJECTID,IDN,sample_date,project,Land_Use,LU_HSG,Transect,TPMD,TOP,Total_Inorganic,F__N,F__C,pH,TEXTURE,HSG,Al,Ca,Cu,Fe,K,Mg,Mn,Na,S,F39,F40,F41,F42,Value,Hydrogroup,HSG_2,sampledate,sample_yr
WSK-F,44.912489,-72.964292,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,20,NA,NA,NA,NA,NA,NA,0.06117847389373334,620,2397,7150,607.2,0.09239738207417456,924.7788917082868,25.233333333333334,63.866666666666674,10.9,NA,6710.146825396826,NA,NA,NA,NA,NA,NA,2.0233333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1078.2002333333332,796.2294948681043,281.970738465229,0.7384801730254721,Perillo,21,54,20150629,USGS-VWRLSC-2014,Wetland,Wetland_B,Interior,1078.2002333333332,281.970738465229,796.2294948681043,0.2644126416666666,3.5486353766666667,6.026666666666666,Silt loam,B,21339.34,4054.94,28.876666666666665,28826.55,3029.976666666667,7457.536666666667,1107.9066666666668,384.8033333333333,518.2966666666666,NA,NA,NA,NA,1,D,D,2015-06-29,2015
OCD.3,43.78183,-73.0958,9,0,0,0,9,0,NA,1993,1993,2019.51944444444,26.5194444444443,0.5786254717342247,0.3805199908200519,0.12107582331309344,1137.053718315086,311.6052862649148,825.4484320501742,0.1580909979301668,595.4226747822338,1909.3199945598026,6583.169211550439,794.3811070564118,0.10229227893485449,746.9403154129138,2.96999999999997,88.28,8.75,97.03000000000003,5836.436600941492,0.20458455786970828,0.16395124908219363,0.3006906693585884,0.272227135747016,0.6018743795449794,0.0532885530878692,3.0881181288939006,8.659175721984866,74.70700091721653,291.3471958241675,1870.2656228742608,24.397249264321943,0.14488496668749,0.67745812048559,15.315800583450024,72.47960101403062,40.06629772353824,16.60167734621022,1.9517578567882805,0.27261476268498896,0,1137.053718315086,311.6052862649148,825.448432050171,0.27261476268498896,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC.1,44.56717,-73.15733,7,3,0,0,10,0.3,2004,2006,2004,2019.58333333333,15.5833333333332,0.412913382911138,0.493919183993723,0.60714,995.265,616.875916398713,905.522709382151,0.155109489051094,409.31751762909,1095.87557432595,3011.11871548913,204.16783861241,0.13993298191084055,264.08470600658467,NA,NA,NA,NA,2925.0968001946103,0.27986596382168,0.245560656943578,0.241589429265965,0.325312802307252,0.754844737747672,0.210890769959363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6198107201586643,0.3,995.265,616.875916398713,378.389083601287,0.6198107201586643,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MS.RS,44.95279296,-72.83237003,12,0,0,0,12,0,NA,1995,1995,2020.77222222222,25.7722222222221,0.0822869394288116,0.821883825662163,0.257424986361156,502.541881188118,23.5299999999999,479.011881188118,0.759075907590758,67.3418811581749,488.798752185291,793.813021411756,NA,0.06729843393393437,163.02210734823873,NA,NA,NA,NA,1000.6455904201753,0.134596867867868,0.153247485935383,0.0697976381740083,0.119993363133197,1.27713301747591,0.0235148190580838,11.0480349344978,33.9563318777292,597.502183406113,427.07423580786,1972.54148471615,20.5065502183406,0.209606986899563,0.733624454148471,5.58951965065502,5.37991266375545,54.8646288209607,44.3144104803493,5.86899563318777,0.046821968239482606,0,502.541881188118,23.5299999999999,479.0118811881181,0.046821968239482606,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sa.3,43.868455,-73.17975000000001,10,0,0,0,10,0,NA,1993,1993,2018.606249999995,25.60624999999995,0.2626361288404775,0.7321459657583526,0.207499393905152,1108.1319920669391,400.64625119918105,707.4857408677601,0.2572785554891612,633.4048236714791,1963.77319734905,3727.7584433048105,120.28581309180123,0.15475858019403785,346.2302465868112,2.83999999999998,80.91,16.25,97.160000000000025,4318.283126748728,0.3010814970671636,0.3209118972153533,0.22457848484118717,0.31025502409219124,1.0430995458921377,0.09650266887098707,4.430107110259914,15.073486252891811,99.02352611671773,350.2716860423314,3266.0253157924776,71.08095876758837,0.24381236775229043,0.9554493647715683,130.50149491108806,76.65957382457727,72.88988483692668,262.68659390689055,11.360800527195805,0.37173347394939327,0,1108.1319920669391,400.64625119918105,707.4857408677581,0.37173347394939327,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ML.FE,44.9918321,-72.87202853,9,4,0,0,13,0.307692307692307,2015,2003,2015,2020.77222222222,5.77222222222212,0.545575934323029,0.503855125625456,0.156545028456645,900.554950166113,167.182173913043,733.372776253069,0.186046511627911,384.333552553637,1486.23809969047,2813.93118213373,NA,0.11774443699555846,367.12011125069296,NA,NA,NA,NA,3264.1334262622936,0.235488873991116,0.246729547016459,0.34615730443143,0.225227792563921,1.09546670154588,0.0512179350782484,3.03,8.51,158.17,174.84,1839.545,65.685,0.125,0.3,41.48,16.81,23.095,21.595,2.8,0.18564350113472275,0.307692307692307,900.554950166113,167.182173913043,733.37277625307,0.18564350113472275,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HWH-F,44.89465,-73.053225,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,0,NA,NA,NA,NA,NA,NA,0.049163838486293326,907.2,1972.8000000000002,5352,527.2,0.1735344323458738,296.3154931554203,21.8,58.46666666666666,19.733333333333334,NA,5227.780952380953,NA,NA,NA,NA,NA,NA,12.886666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1346.2706666666666,1043.4964100189256,543.8928402907222,0.7751014976821841,Perillo,37,41,20150617,USGS-VWRLSC-2014,Hay,Hay_C,Interior,1346.2706666666666,543.8928402907222,1043.4964100189256,0.272850351,2.8517307706666664,7.163333333333334,Silt loam,C,29222.676666666666,7098.303333333334,40.415,28013.569999999996,5736.38,7855.59,802.9366666666666,376.8866666666666,696.19,NA,NA,NA,NA,3,C/D,D,2015-06-17,2015
WLR-F,44.970786,-73.168961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06058155076634666,363.28,967.2,3724.8,298.08,0.11451152588370443,367.06252814062486,34.56666666666667,55.76666666666667,9.666666666666668,NA,3172.431746031746,NA,NA,NA,NA,NA,NA,3.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879.3186101333334,743.5077886148903,135.81082151844305,0.8455499292823453,Perillo,58,50,20150722,USGS-VWRLSC-2014,Wetland,Wetland_D,Interior,879.3186101333334,135.81082151844305,743.5077886148903,0.258891374,3.514011065333333,7.4433333333333325,Silt loam,D,18355.864803333334,15087.857342999998,16.537294396666667,21765.63404666667,3427.0046653333334,6996.75067,658.5136663666667,329.1810671,534.0706256333333,NA,NA,NA,NA,5,B/D,D,2015-07-22,2015
WRR-F,44.832175,-73.002153,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,20,NA,NA,NA,NA,NA,NA,0.16809506666934668,996.6666666666667,2608,6513.333333333334,247.53333333333333,0.15101088790345632,522.7468161158605,37.6,53.56666666666666,8.833333333333334,NA,6599.965608465609,NA,NA,NA,NA,NA,NA,5.269666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1397.186333333333,1035.4830412520337,361.70329208129965,0.7411202189343158,Perillo,43,52,20150727,USGS-VWRLSC-2014,Wetland,Wetland_C,Interior,1397.186333333333,361.70329208129965,1035.4830412520337,0.781160255,9.750293890333333,5.864999999999999,Loam,C,25061.47666666667,7057.486333333333,33.355673333333336,26042.943333333333,6185.735000000001,6157.6320000000005,477.27579999999995,359.23139999999995,1069.9741333333334,NA,NA,NA,NA,5,B/D,D,2015-07-27,2015
Go.1,43.95,-73.1637,3,6,0,0,9,0.666666666666666,2011,2015,2011,2018.48333333333,7.48333333333334,0.414540724228689,0.521743593137309,0.504752227189078,1860,367.5,1492.5,0.297015443615257,999.799999999999,5780,5300,222,0.10446985455605932,1203.4127983561405,NA,NA,NA,NA,9570.224867724868,0.208939709112118,0.34077175897748,0.256391390645401,0.150656323250362,2.26191474493361,0.0384003516196757,1.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1975806451612903,0.666666666666666,1860,367.5,1492.5,0.1975806451612903,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MS.FW,44.95222786,-72.83517561,0,12,0,0,12,1,2020,NA,2020,2020.77222222222,0.772222222222126,0.976669593472032,0.270934837144693,4.20518548387096,963.59606060606,1007.48052117263,-43.8844605665767,0.101010101010104,635.605503007401,1194.53258509737,1268.40562517601,NA,0.3065148088871498,-158.21861080894487,NA,NA,NA,NA,2073.6534894188853,0.613029617774297,0.905223505232051,0.419060463481039,0.463438081658523,1.95327820707459,0.485848058180138,25.87,29.265,238.2,115.72,2080.27999999999,16.975,0.315,0.81,3.39,6.56499999999999,16.9,14.01,1.095,1.045542382706472,1,963.59606060606,953.9600999999993,9.635960606060621,0.99,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ThMB.1,43.97,-73.155,3,6,0,0,9,0.666666666666666,2011,2015,2011,2018.45277777777,7.45277777777778,0.96177680008903,0.284921687731153,2.88480552370274,1172.5,608.920454545454,563.579545454545,0.0625301204819274,735.6,1518,4900,237.999999999999,0.16510343279673803,290.0989733604181,NA,NA,NA,NA,4455.388888888889,0.330206865593476,0.271188940092165,0.430145926888511,0.422057886013005,0.642539682539682,0.136670551040789,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5193351424694704,0.666666666666666,1172.5,608.920454545454,563.579545454546,0.5193351424694704,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CKF-F,44.909986,-72.870158,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,0,NA,NA,NA,NA,NA,NA,0.01449209460864,740,1870,3942,285.79999999999995,0.1709316575854895,256.65194572195094,59.1,35,5.833333333333333,NA,4329.215608465609,NA,NA,NA,NA,NA,NA,11.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1037.4473333333333,899.8550010162176,137.59233231711582,0.8673741520207782,Perillo,7,7,20150717,USGS-VWRLSC-2014,Corn,Corn_B,Interior,1037.4473333333333,137.59233231711582,899.8550010162176,0.08311734666666666,0.8406087360000001,6.846666666666667,Sandy loam,B,15690.01,3455.463333333333,26.260180000000002,21465.816666666666,2521.6776666666665,5978.668000000001,598.8335666666667,317.7028,216.23979999999997,NA,NA,NA,NA,2,B,B,2015-07-17,2015
W36-F,44.819531,-72.823867,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,20,NA,NA,NA,NA,NA,NA,0.24312169744373333,668,2250,5140,452.9999999999999,0.12304993311550184,581.7679522446091,36.733333333333334,42.9,20.333333333333332,NA,5428.690476190476,NA,NA,NA,NA,NA,NA,1.5410000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,888.6666666666666,645.17638891867,243.49027774799663,0.7260049387681958,Perillo,57,45,20150731,USGS-VWRLSC-2014,Wetland,Wetland_D,Interior,888.6666666666666,243.49027774799663,645.17638891867,1.0876247086666666,14.102186626666667,6.333333333333333,Loam,D,11602.333333333334,5619.333333333333,30.333333333333332,12266,1238.6666666666667,2845,636.6666666666666,186.66666666666666,1567,NA,NA,NA,NA,6,A/D,D,2015-07-31,2015
Goo.F2,43.9560777777778,-73.1525805555556,5,5,0,0,10,0.5,2016,2003,2016,2021.44722222222,5.4472222222223,0.4596549814,0.5287325972,1.004552105,1483.92962711864,514.310612244897,969.619014873746,0.1966101695,789.447236180904,2586.18090452261,4604.27135678391,111.557788944723,0.14306473882523568,480.9068990898628,1.7,82.1,16.3,98.3,5518.111888809115,0.286129477650471,0.309733749944989,0.294036606415655,0.265868128355318,1.16499014703653,0.0932040927419274,3.5,11,112,289,2906,44,0.3,1.4,145,33,65,35,4.3,0.3465869289526477,0.5,1483.92962711864,514.310612244897,969.6190148737429,0.3465869289526477,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RR.F,44.94554848,-72.89167916,0,11,0,0,11,1,2020,NA,2020,2020.77222222222,0.772222222222126,0.825973930156212,0.278895433335883,0.395932469572045,1122.71789808917,476.283913043477,646.433985045694,0.117834394904455,512.179793767987,1689.43129612442,4168.226147262,NA,0.12059437707963426,465.5743963002757,NA,NA,NA,NA,4247.128317017386,0.241188754159268,0.221971644978135,0.334674463598093,0.264048665054581,0.840646722952571,0.112142576699437,1.46499999999999,5.415,79.565,214.385,2745.38,23.39,0.26,0.695,5.99,8.695,32.935,6.52499999999999,1.705,0.42422403157026095,1,1122.71789808917,476.283913043477,646.4339850456929,0.42422403157026095,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HWM-F,44.970164,-72.318619,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,0,NA,NA,NA,NA,NA,NA,0.08932899168362667,1019.2,3016.8,7208,213.36,0.1367342271263146,696.7968179643585,42.6,46.43333333333334,10.966666666666669,NA,7453.876190476191,NA,NA,NA,NA,NA,NA,6.610833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1238.0206666666666,771.1294123886049,831.2645712435315,0.6228728107300888,Perillo,39,43,20150710,USGS-VWRLSC-2014,Hay,Hay_C,Interior,1238.0206666666666,831.2645712435315,771.1294123886049,0.4588289426666667,5.181496037333333,6.163333333333333,Loam,C,23874.91,4805.8099999999995,60.43,22331.596666666665,4138.993333333333,5630.110000000001,530.325,365.65333333333336,593.3066666666667,NA,NA,NA,NA,2,B,B,2015-07-10,2015
OCSP.3,43.92015,-73.1744,8,1,0,0,9,0.111111111111111,1995,2003,1995,2019.51944444444,24.5194444444443,0.557668961882966,0.40203215228719813,0.7017082428328957,1041.6746833731763,376.4748400503978,665.1998433227789,0.1387587795526073,716.8015917626176,1757.9013118856399,2208.4023830301962,40.21465720652028,0.22399272596060282,29.394880414607037,12.775,79.7249999999999,7.5,87.225,3240.8395979032703,0.4479854519212044,0.5876094930891271,0.3049298667541437,0.3650288691084923,1.6319680869787074,0.12029679612659275,5.542561226468414,13.925308377087564,82.81709120945273,103.36436438410942,1058.3544081776536,62.39106591536994,0.08962581365141316,0.6300728234024233,90.15002930425814,12.72522548434867,17.611375913356706,24.52912000878078,2.5215618375074276,0.3631466692431491,0.111111111111111,1041.6746833731763,376.4748400503978,665.1998433227784,0.3631466692431491,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HTB-F,44.883558,-72.813442,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,0,NA,NA,NA,NA,NA,NA,0.037233096407079995,460.024,1236.632,3027.88,295.456,0.14858730250611402,252.71922012793152,48.43333333333334,45.833333333333336,5.766666666666666,NA,3095.9845978835983,NA,NA,NA,NA,NA,NA,3.716666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1241.288,1031.254353228346,350.360879323576,0.8307937829322011,Perillo,17,37,20150708,USGS-VWRLSC-2014,Hay,Hay_B,Interior,1241.288,350.360879323576,1031.254353228346,0.195735498,2.159692367,6.023333333333333,Sandy loam,B,16351.476666666667,5229.64,22.323333333333334,23638.656666666666,2293.3766666666666,6099.833333333333,838.2433333333333,315.1566666666667,338.8666666666666,NA,NA,NA,NA,2,B,B,2015-07-08,2015
De.3,43.79,-73.0999,9,0,0,0,9,0,NA,1993,1993,2018.55833333333,25.5583333333333,0.170918152278753,0.709224332403061,0.449286441665728,1370,416.25,953.75,0.298342541436462,799,2900,8260,275.999999999999,0.10111198340812955,1020.1916464767625,NA,NA,NA,NA,7902.12962962963,0.202223966816259,0.174740295243302,0.129576673023422,0.239966629588431,0.728185812931575,0.052675673458866,2.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30383211678832117,0,1370,416.25,953.75,0.30383211678832117,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Go.Ac,43.92689,-73.16492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FMS-F,44.908867,-73.105639,NA,NA,NA,NA,NA,0.1,NA,NA,1995,NA,20,NA,NA,NA,NA,NA,NA,0.037168990001520005,288.53333333333336,949.3333333333334,3154.666666666667,333.2,0.10172846814456281,364.42849216802443,62.23333333333333,30.099999999999998,7.7,NA,2836.3086419753085,NA,NA,NA,NA,NA,NA,1.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,645.196,569.7496129075829,75.44638709241711,0.88306439114251,Perillo,11,19,20150715,USGS-VWRLSC-2014,Forest,Forest_B,Interior,645.196,75.44638709241711,569.7496129075829,0.13097377333333335,2.1559738980000005,5.613333333333333,Sandy loam,B,13699.256666666666,4654.441333333333,16.25733,19493.070000000003,2458.8063333333334,5797.066666666666,677.9902000000001,309.83476666666667,309.72369999999995,NA,NA,NA,NA,4,C,C,2015-07-15,2015
RR.R,44.94711968,-72.89164489,11,0,0,0,11,0,NA,1995,1995,2020.77222222222,25.7722222222221,0.142623053510193,0.793687969130944,0.510961111111111,2625,268.723973941367,2356.27602605863,0.617647058823539,1319.32715372869,4609.16054168663,7249.27365452438,NA,0.14178705898597818,822.8244831806849,NA,NA,NA,NA,9304.989913495301,0.283574117971957,0.32876406359867,0.119637071284041,0.249306003026911,1.31871699681127,0.028879555640531,4.165,12.5699999999999,287.215,536.064999999999,4435.94,45.8399999999999,0.55,0.745,18.355,29.365,26.545,42.18,7.5,0.10237103769194933,0,2625,268.723973941367,2356.276026058633,0.10237103769194933,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM.3,44.50244,-73.21222,0,13,0,0,13,1,2020,NA,2020,2019.58333333333,0,1.08049991478368,0.170322138450993,9.87075,1606.51785,1179.37454237288,427.143307627118,0.0358018636586546,790.919344396414,640.38673544473,2289.24571936999,225.207996875405,0.39496204616215036,-329.9085048092679,NA,NA,NA,NA,2002.519867622178,0.7899240923243,0.624117154952883,0.310727984796686,1.07570191153887,0.580195264373969,0.588945239166733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7341185423945834,1,1606.51785,1179.37454237288,427.14330762712007,0.7341185423945834,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LC.2,44.29444,-73.1743,7,2,0,0,9,0.222222222222222,2003,2006,2003,2019.51944444444,16.5194444444443,0.6206106376236816,0.4607243256539498,0.18190456637825392,862.5777466328709,289.9071059477529,572.6706406851181,0.18933589983291435,357.7886581850072,2320.0920459084064,2692.7751009719204,47.41146258855855,0.08680256103488855,595.6945132779742,16.73,52.0199999999999,31.25,83.27,4154.452745509584,0.17360512206977666,0.24393193878564406,0.41039750081283194,0.13594044713965994,1.8194741229764644,0.07018106061855196,5.248611572029388,11.381620958346574,163.12425929341174,991.567578254925,3783.239649278965,7.715012045293563,0.5710428632215843,0.8932417703654999,7.592481160937828,13.4466617209582,16.84052822537939,18.086186303483977,3.0355554004537875,0.3366962017695689,0.222222222222222,862.5777466328709,289.9071059477529,572.670640685118,0.3366962017695689,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
